,id,hostPort,isActive,rddBlocks,memoryUsed,diskUsed,totalCores,maxTasks,activeTasks,failedTasks,completedTasks,totalTasks,totalDuration,totalGCTime,totalInputBytes,totalShuffleRead,totalShuffleWrite,isBlacklisted,maxMemory,addTime,executorLogs,memoryMetrics,blacklistedInStages,app_id
42,1,tribarco7n03.gc18bd.tributos.local:39378,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T10:40:33.465GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1189_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
43,driver,tribarco7n03.gc18bd.tributos.local:35193,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T10:37:56.712GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
44,1,tribarco7cm.gc18bd.tributos.local,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,0,2021-12-17T10:38:06.661GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1188_01_000002/afiatc_proces/stderr?start=-4096'}",,[],application_1637600037062_1168
45,driver,tribarco7cm.gc18bd.tributos.local:41854,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:15:54.216GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
46,4,tribarco7cm.gc18bd.tributos.local:33120,True,0,0,0,1,1,0,1,0,1,32624,163,0,0,0,False,384093388,2021-12-17T09:18:07.625GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000005/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1187_01_000005/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
47,driver,tribarco7n03.gc18bd.tributos.local:40890,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:10:50.852GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
48,1,tribarco7cm.gc18bd.tributos.local:33771,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:11:01.544GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1186_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
49,driver,tribarco7cm.gc18bd.tributos.local:37680,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:10:02.741GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1185_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1185_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
50,3,tribarco7cm.gc18bd.tributos.local:42940,True,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T09:11:41.864GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1185_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1185_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
51,driver,tribarco7n03.gc18bd.tributos.local:33908,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T05:40:40.631GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
52,2,tribarco7n03.gc18bd.tributos.local:44112,True,0,0,0,1,1,0,0,114,114,38832,1576,93616,96430345,72981979,False,384093388,2021-12-17T05:40:53.784GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
53,1,tribarco7n03.gc18bd.tributos.local:39592,True,0,0,0,1,1,0,0,131,131,36375,1099,598144,13697938,49981616,False,384093388,2021-12-17T05:40:43.874GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1184_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
54,driver,tribarco7n03.gc18bd.tributos.local:36400,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T05:39:36.291GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1183_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1183_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
55,1,tribarco7n03.gc18bd.tributos.local:43196,True,0,0,0,1,1,0,0,6,6,4155,214,6992,4198,4198,False,384093388,2021-12-17T05:39:40.027GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1183_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1183_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
56,driver,tribarco7cm.gc18bd.tributos.local:46314,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T05:38:35.022GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
57,2,tribarco7n03.gc18bd.tributos.local:42789,True,0,0,0,1,1,0,0,5,5,4382,379,0,0,0,False,384093388,2021-12-17T05:38:59.990GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
58,1,tribarco7cm.gc18bd.tributos.local:45518,True,0,0,0,1,1,0,0,4,4,7602,348,0,0,0,False,384093388,2021-12-17T05:38:42.383GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1182_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
59,driver,tribarco7cm.gc18bd.tributos.local:35128,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T05:37:29.090GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
60,2,tribarco7n03.gc18bd.tributos.local:43750,True,0,0,0,1,1,0,0,50,50,8239,364,184800,23095,22109,False,384093388,2021-12-17T05:37:52.143GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
61,1,tribarco7cm.gc18bd.tributos.local:36581,True,0,0,0,1,1,0,0,23,23,14975,419,54368,9019,10005,False,384093388,2021-12-17T05:37:35.647GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1181_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
62,driver,tribarco7cm.gc18bd.tributos.local:40576,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-17T05:36:25.644GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1180_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1180_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
63,1,tribarco7n03.gc18bd.tributos.local:36494,True,0,0,0,1,1,0,0,10,10,6784,275,6828,5986,5986,False,384093388,2021-12-17T05:36:33.192GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1180_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1180_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
64,driver,tribarco7n03.gc18bd.tributos.local:37075,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,956615884,2021-12-17T01:00:24.592GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 956615884, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
65,3,tribarco7cm.gc18bd.tributos.local:44766,True,0,0,0,2,2,0,0,9753,9753,318229,2705,0,1144896,1232321,False,2101975449,2021-12-17T01:00:36.478GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000004/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000004/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
66,2,tribarco7cm.gc18bd.tributos.local:32821,True,0,0,0,2,2,0,0,9957,9957,323840,2106,0,1438693,1238690,False,2101975449,2021-12-17T01:00:36.160GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000003/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000003/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
67,1,tribarco7n03.gc18bd.tributos.local:43771,True,0,0,0,2,2,0,0,17480,17480,301386,1800,0,1522509,1635363,False,2101975449,2021-12-17T01:00:29.919GMT,"{'stdout': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7n03.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1179_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 2101975449, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
68,driver,tribarco7cm.gc18bd.tributos.local:37236,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T20:00:46.089GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
69,1,tribarco7cm.gc18bd.tributos.local:38156,True,0,0,0,1,1,0,0,17,17,5735,139,208,0,0,False,384093388,2021-12-16T20:00:52.298GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1178_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
70,driver,tribarco7cm.gc18bd.tributos.local:36751,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:57:52.736GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
71,1,tribarco7cm.gc18bd.tributos.local:36757,True,0,0,0,1,1,0,0,17,17,5447,231,208,0,0,False,384093388,2021-12-16T19:57:59.877GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1177_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
72,driver,tribarco7cm.gc18bd.tributos.local:36040,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:54:59.774GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000001/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000001/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
73,1,tribarco7cm.gc18bd.tributos.local:42312,True,0,0,0,1,1,0,0,17,17,5844,155,208,0,0,False,384093388,2021-12-16T19:55:06.431GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1176_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
74,driver,tribarco7cm.gc18bd.tributos.local:38614,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,384093388,2021-12-16T19:52:52.066GMT,"{'stdout': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000002/afiatc_proces/stdout?start=-4096', 'stderr': 'http://tribarco7cm.gc18bd.tributos.local:8042/node/containerlogs/container_1637600037062_1175_01_000002/afiatc_proces/stderr?start=-4096'}","{'usedOnHeapStorageMemory': 0, 'usedOffHeapStorageMemory': 0, 'totalOnHeapStorageMemory': 384093388, 'totalOffHeapStorageMemory': 0}",[],application_1637600037062_1168
